State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
KS,70,415,369-9465,0,0,0,222.800000,114,37.880000,215.900000,113,18.350000,223.500000,122,10.060000,0.000000,0,0.000000,1,False.
MN,116,510,337-3769,0,0,0,201.800000,82,34.310000,231.500000,95,19.680000,226.100000,130,10.170000,16.500000,5,4.460000,0,False.
VA,99,415,400-6257,0,1,42,216.000000,125,36.720000,232.300000,104,19.750000,215.500000,100,9.700000,9.300000,4,2.510000,2,True.
UT,87,415,411-6663,0,0,0,146.300000,108,24.870000,171.800000,102,14.600000,167.500000,66,7.540000,5.300000,9,1.430000,1,False.
IN,87,510,384-3101,0,0,0,234.800000,85,39.920000,140.900000,91,11.980000,204.300000,93,9.190000,9.500000,5,2.570000,1,False.
CT,70,408,339-5329,0,0,0,198.600000,111,33.760000,213.900000,115,18.180000,171.200000,105,7.700000,10.600000,6,2.860000,2,False.
DE,131,408,388-9944,0,0,0,94.400000,80,16.050000,215.100000,101,18.280000,179.700000,108,8.090000,13.100000,9,3.540000,2,False.
VT,119,510,403-1769,0,0,0,190.400000,74,32.370000,215.600000,113,18.330000,161.200000,111,7.250000,10.000000,1,2.700000,2,False.
MO,119,408,390-1612,0,1,32,142.600000,77,24.240000,208.200000,126,17.700000,171.000000,102,7.690000,12.000000,2,3.240000,3,False.
RI,87,510,421-7214,1,0,0,134.200000,80,22.810000,165.000000,71,14.030000,173.100000,102,7.790000,10.700000,5,2.890000,0,False.
CA,112,415,338-6962,0,0,0,111.900000,92,19.020000,114.000000,143,9.690000,146.800000,79,6.610000,14.100000,3,3.810000,5,True.
RI,75,415,333-9826,0,0,0,122.800000,89,20.880000,211.300000,104,17.960000,261.400000,91,11.760000,10.700000,2,2.890000,2,False.
CT,150,510,411-8549,0,0,0,189.300000,77,32.180000,220.900000,105,18.780000,238.700000,117,10.740000,9.200000,5,2.480000,4,False.
IN,161,510,381-9234,0,1,38,240.400000,112,40.870000,201.800000,102,17.150000,206.100000,112,9.270000,16.100000,6,4.350000,0,False.
FL,91,510,387-9855,1,1,24,93.500000,112,15.900000,183.400000,128,15.590000,240.700000,133,10.830000,9.900000,3,2.670000,0,False.
KS,124,415,371-6990,0,0,0,158.600000,104,26.960000,211.200000,77,17.950000,179.300000,104,8.070000,10.200000,8,2.750000,3,False.
NY,94,510,417-3046,1,0,0,243.200000,109,41.340000,147.000000,88,12.500000,94.900000,99,4.270000,7.200000,4,1.940000,4,False.
TX,217,408,385-7082,0,0,0,176.400000,115,29.990000,158.800000,128,13.500000,306.600000,107,13.800000,9.300000,3,2.510000,4,False.
RI,158,510,365-5886,0,0,0,220.900000,129,37.550000,242.200000,108,20.590000,233.300000,75,10.500000,6.400000,5,1.730000,0,False.
NV,102,415,373-5196,0,0,0,144.400000,87,24.550000,266.500000,128,22.650000,217.600000,59,9.790000,7.100000,7,1.920000,0,False.
UT,85,510,327-6194,0,0,0,212.300000,107,36.090000,228.400000,103,19.410000,163.300000,116,7.350000,7.700000,3,2.080000,0,False.
OK,79,510,381-4565,0,0,0,147.000000,72,24.990000,165.700000,102,14.080000,243.200000,107,10.940000,8.400000,9,2.270000,1,False.
MN,139,510,357-9832,0,1,25,96.200000,112,16.350000,178.900000,70,15.210000,182.100000,84,8.190000,12.900000,10,3.480000,2,False.
NC,103,415,396-4845,0,0,0,263.400000,118,44.780000,179.100000,69,15.220000,214.700000,112,9.660000,10.300000,2,2.780000,0,False.
OR,98,415,378-6772,1,0,0,12.500000,67,2.130000,256.600000,90,21.810000,169.400000,88,7.620000,7.700000,9,2.080000,1,False.
NH,78,408,353-4296,0,0,0,162.300000,116,27.590000,192.400000,86,16.350000,240.600000,100,10.830000,10.100000,3,2.730000,2,False.
AK,50,408,362-8331,0,0,0,183.600000,107,31.210000,58.600000,118,4.980000,202.600000,99,9.120000,8.700000,3,2.350000,1,False.
OR,161,415,362-4685,0,0,0,178.100000,109,30.280000,146.500000,86,12.450000,137.600000,78,6.190000,8.500000,2,2.300000,1,False.
KS,67,408,383-1431,0,0,0,201.400000,101,34.240000,97.600000,122,8.300000,202.500000,119,9.110000,7.000000,3,1.890000,0,False.
WV,86,415,332-2258,0,1,38,123.000000,158,20.910000,133.900000,119,11.380000,138.200000,103,6.220000,13.300000,4,3.590000,1,False.
GA,92,510,375-8304,0,0,0,208.000000,125,35.360000,198.900000,76,16.910000,76.400000,97,3.440000,8.600000,6,2.320000,0,False.
NM,174,415,340-5580,0,0,0,239.200000,72,40.660000,188.500000,124,16.020000,105.600000,116,4.750000,8.800000,3,2.380000,1,False.
OH,124,510,362-1490,0,0,0,193.000000,97,32.810000,89.800000,99,7.630000,172.800000,104,7.780000,15.300000,3,4.130000,1,False.
ND,132,415,336-4281,0,1,31,174.500000,101,29.670000,245.600000,105,20.880000,172.800000,76,7.780000,10.300000,9,2.780000,1,False.
RI,190,415,361-1315,0,1,26,116.700000,71,19.840000,145.900000,88,12.400000,175.100000,103,7.880000,9.900000,3,2.670000,1,False.
HI,101,510,342-5906,0,0,0,93.800000,127,15.950000,150.000000,104,12.750000,241.100000,116,10.850000,10.700000,2,2.890000,1,False.
WY,185,415,405-7904,1,1,30,154.100000,114,26.200000,118.700000,106,10.090000,258.400000,105,11.630000,12.900000,3,3.480000,2,False.
NY,68,415,349-4762,0,1,29,239.500000,82,40.720000,203.800000,105,17.320000,167.800000,70,7.550000,9.900000,6,2.670000,0,False.
KS,117,510,385-3263,0,1,25,216.000000,140,36.720000,224.100000,69,19.050000,267.900000,112,12.060000,11.800000,4,3.190000,0,False.
LA,118,408,405-9496,0,0,0,187.400000,97,31.860000,177.800000,89,15.110000,233.400000,97,10.500000,12.200000,6,3.290000,1,False.
PA,124,415,396-6775,0,0,0,167.400000,119,28.460000,233.200000,143,19.820000,109.600000,115,4.930000,10.300000,5,2.780000,0,False.
NV,22,510,393-6475,0,0,0,160.400000,108,27.270000,218.100000,88,18.540000,192.900000,115,8.680000,12.500000,4,3.380000,1,False.
MN,75,415,379-7779,0,0,0,143.200000,92,24.340000,209.100000,142,17.770000,173.000000,96,7.790000,11.900000,9,3.210000,1,False.
PA,134,408,408-8650,0,0,0,205.300000,122,34.900000,240.500000,155,20.440000,179.100000,107,8.060000,5.000000,9,1.350000,1,False.
MO,164,408,400-3497,0,1,25,219.100000,88,37.250000,151.500000,99,12.880000,50.100000,60,2.250000,14.300000,6,3.860000,1,False.
NY,44,510,407-9244,0,0,0,143.200000,77,24.340000,169.800000,114,14.430000,215.800000,77,9.710000,7.600000,4,2.050000,1,False.
ME,177,415,406-8809,0,0,0,232.800000,106,39.580000,175.200000,97,14.890000,212.200000,77,9.550000,12.500000,7,3.380000,2,False.
NH,110,408,358-1778,0,0,0,162.000000,81,27.540000,247.500000,89,21.040000,155.500000,99,7.000000,8.900000,8,2.400000,0,False.
WY,53,415,337-4339,0,1,27,25.900000,119,4.400000,206.500000,96,17.550000,228.100000,64,10.260000,6.500000,7,1.760000,1,False.
NY,108,415,344-7197,0,0,0,154.200000,123,26.210000,112.300000,86,9.550000,246.400000,75,11.090000,15.400000,4,4.160000,4,True.
ME,80,408,333-7631,0,0,0,322.300000,113,54.790000,222.000000,95,18.870000,162.800000,123,7.330000,6.700000,8,1.810000,0,True.
MN,158,408,372-6623,0,0,0,209.900000,112,35.680000,221.300000,82,18.810000,210.000000,93,9.450000,8.200000,3,2.210000,1,False.
OH,114,415,363-2602,0,0,0,191.500000,88,32.560000,175.200000,78,14.890000,220.300000,118,9.910000,0.000000,0,0.000000,0,False.
NC,64,408,387-7757,0,1,19,291.100000,150,49.490000,226.700000,123,19.270000,219.100000,67,9.860000,7.500000,2,2.030000,1,False.
SD,88,415,397-5381,0,0,0,215.600000,115,36.650000,216.200000,85,18.380000,171.300000,65,7.710000,11.800000,1,3.190000,3,False.
UT,82,510,406-4604,1,0,0,208.800000,101,35.500000,213.700000,87,18.160000,175.100000,86,7.880000,12.400000,6,3.350000,3,False.
KY,111,415,376-9513,0,0,0,255.900000,97,43.500000,204.100000,129,17.350000,171.300000,84,7.710000,12.300000,5,3.320000,3,False.
MT,60,408,360-1852,0,0,0,252.700000,97,42.960000,221.100000,121,18.790000,109.900000,100,4.950000,12.400000,4,3.350000,2,False.
NJ,113,408,421-7270,0,0,0,132.100000,72,22.460000,247.500000,107,21.040000,246.200000,123,11.080000,6.900000,6,1.860000,3,False.
FL,109,408,371-9482,0,0,0,217.000000,115,36.890000,207.000000,142,17.600000,268.000000,106,12.060000,8.200000,4,2.210000,1,False.
IN,105,510,337-4101,0,1,42,101.900000,79,17.320000,223.100000,97,18.960000,241.600000,77,10.870000,12.900000,2,3.480000,0,False.
DE,85,510,420-2796,0,0,0,211.500000,100,35.960000,184.600000,88,15.690000,164.300000,131,7.390000,13.300000,4,3.590000,2,False.
AL,131,510,366-4225,0,0,0,153.400000,86,26.080000,198.500000,81,16.870000,164.400000,83,7.400000,10.400000,3,2.810000,0,False.
ME,59,510,398-4567,0,0,0,166.300000,95,28.270000,239.300000,87,20.340000,123.200000,108,5.540000,10.000000,3,2.700000,2,False.
SD,148,408,388-4571,0,0,0,185.200000,87,31.480000,170.400000,96,14.480000,165.100000,104,7.430000,9.500000,13,2.570000,1,False.
VA,210,408,360-8666,0,0,0,104.600000,121,17.780000,149.500000,71,12.710000,255.100000,67,11.480000,6.500000,8,1.760000,2,False.
AK,115,415,333-3704,0,0,0,245.200000,105,41.680000,159.000000,109,13.520000,229.900000,74,10.350000,7.200000,8,1.940000,0,False.
ID,106,510,383-2566,0,0,0,274.400000,120,46.650000,198.600000,82,16.880000,160.800000,62,7.240000,6.000000,3,1.620000,1,False.
RI,93,415,406-5584,0,0,0,98.400000,78,16.730000,249.600000,129,21.220000,248.200000,114,11.170000,14.200000,4,3.830000,1,False.
KY,57,415,344-4691,0,1,29,279.900000,121,47.580000,223.100000,109,18.960000,251.700000,94,11.330000,13.000000,2,3.510000,1,False.
ND,98,510,347-9737,0,0,0,187.200000,127,31.820000,195.600000,88,16.630000,181.800000,129,8.180000,5.100000,4,1.380000,1,False.
HI,157,415,333-7961,0,0,0,276.200000,95,46.950000,165.800000,119,14.090000,151.600000,79,6.820000,2.200000,4,0.590000,3,False.
WI,116,415,364-2439,0,1,35,200.400000,104,34.070000,272.800000,89,23.190000,214.500000,100,9.650000,8.300000,4,2.240000,1,False.
WV,30,510,411-8043,0,0,0,162.300000,96,27.590000,244.000000,122,20.740000,180.100000,89,8.100000,9.100000,4,2.460000,2,False.
NJ,111,510,332-5084,0,0,0,176.900000,128,30.070000,102.800000,56,8.740000,213.700000,84,9.620000,10.500000,2,2.840000,4,True.
KS,52,415,413-4831,0,0,0,165.500000,78,28.140000,205.500000,89,17.470000,213.600000,124,9.610000,12.200000,6,3.290000,0,False.
AL,72,415,343-4806,0,0,0,217.800000,93,37.030000,189.700000,113,16.120000,182.600000,91,8.220000,10.400000,5,2.810000,4,False.
NJ,135,510,401-8735,0,1,28,201.400000,100,34.240000,246.500000,117,20.950000,154.800000,131,6.970000,12.900000,4,3.480000,2,True.
NC,86,510,391-8626,0,0,0,190.500000,115,32.390000,179.600000,130,15.270000,258.500000,89,11.630000,10.100000,5,2.730000,3,False.
DE,98,415,327-5817,0,1,29,179.900000,97,30.580000,189.200000,89,16.080000,164.300000,76,7.390000,12.800000,7,3.460000,3,False.
WY,151,510,381-4712,0,0,0,235.900000,104,40.100000,80.600000,91,6.850000,212.800000,116,9.580000,5.800000,2,1.570000,3,False.
ID,118,415,335-3320,0,0,0,140.400000,112,23.870000,187.100000,60,15.900000,207.900000,155,9.360000,7.900000,1,2.130000,0,False.
NY,117,415,415-8780,0,0,0,144.600000,115,24.580000,258.800000,66,22.000000,253.200000,113,11.390000,7.400000,9,2.000000,2,False.
MO,55,510,362-1146,0,0,0,189.000000,100,32.130000,118.500000,99,10.070000,248.100000,87,11.160000,17.100000,6,4.620000,0,False.
ID,82,408,352-7413,0,0,0,101.000000,93,17.170000,155.600000,104,13.230000,304.400000,93,13.700000,13.300000,2,3.590000,0,False.
IA,152,415,387-6716,0,0,0,206.300000,98,35.070000,292.800000,82,24.890000,43.700000,121,1.970000,10.600000,4,2.860000,1,False.
TN,108,408,352-1127,0,1,15,165.100000,85,28.070000,267.000000,93,22.700000,250.700000,114,11.280000,10.900000,4,2.940000,1,False.
OH,98,408,368-1288,0,0,0,165.000000,129,28.050000,202.600000,113,17.220000,172.300000,94,7.750000,12.500000,7,3.380000,1,True.
IL,130,415,403-5279,0,0,0,155.900000,95,26.500000,256.100000,97,21.770000,262.900000,103,11.830000,11.700000,3,3.160000,3,False.
FL,136,408,397-9333,1,0,0,199.200000,122,33.860000,214.700000,114,18.250000,150.900000,105,6.790000,11.800000,7,3.190000,1,False.
MA,47,415,411-7353,0,0,0,155.300000,116,26.400000,188.200000,85,16.000000,247.000000,73,11.120000,12.300000,4,3.320000,3,False.
OK,189,415,383-2537,0,0,0,208.300000,106,35.410000,236.700000,123,20.120000,179.100000,120,8.060000,11.300000,5,3.050000,3,False.
KY,107,415,330-4419,0,0,0,157.100000,79,26.710000,162.600000,124,13.820000,150.000000,138,6.750000,12.100000,6,3.270000,1,False.
MI,91,415,390-7930,0,0,0,154.400000,165,26.250000,168.300000,121,14.310000,239.900000,81,10.800000,11.700000,4,3.160000,5,True.
NE,159,415,362-5111,0,0,0,189.100000,105,32.150000,246.100000,147,20.920000,242.000000,106,10.890000,10.400000,5,2.810000,1,True.
VA,11,408,358-6796,0,1,24,131.500000,98,22.360000,230.200000,111,19.570000,283.700000,87,12.770000,10.000000,3,2.700000,2,False.
NY,167,415,409-7494,0,0,0,166.400000,85,28.290000,243.200000,135,20.670000,229.200000,95,10.310000,9.900000,5,2.670000,1,False.
MT,111,408,400-1636,0,0,0,142.300000,75,24.190000,122.800000,106,10.440000,229.500000,94,10.330000,12.800000,9,3.460000,2,False.
VT,99,408,389-2747,0,1,19,87.700000,103,14.910000,223.000000,86,18.960000,182.300000,112,8.200000,7.300000,4,1.970000,2,False.
KS,159,415,415-2176,0,1,19,184.100000,78,31.300000,194.500000,71,16.530000,225.600000,101,10.150000,16.900000,3,4.560000,0,False.
VA,114,415,377-8067,1,1,31,174.500000,104,29.670000,224.200000,92,19.060000,116.300000,91,5.230000,12.300000,10,3.320000,2,False.
AL,71,415,362-7835,0,0,0,103.300000,103,17.560000,138.500000,79,11.770000,164.800000,98,7.420000,9.000000,2,2.430000,2,False.
PA,122,415,361-5225,0,0,0,35.100000,62,5.970000,180.800000,89,15.370000,251.600000,58,11.320000,12.700000,2,3.430000,1,False.
AL,100,408,333-3447,0,1,25,246.600000,94,41.920000,141.400000,112,12.020000,189.800000,109,8.540000,13.000000,5,3.510000,1,False.
WV,83,415,341-3044,0,1,37,78.500000,109,13.350000,210.500000,101,17.890000,179.700000,102,8.090000,11.800000,4,3.190000,1,False.
NV,64,408,350-7306,0,0,0,148.100000,73,25.180000,164.900000,101,14.020000,216.000000,125,9.720000,12.300000,2,3.320000,5,True.
TN,105,408,353-8849,0,0,0,206.200000,84,35.050000,256.400000,138,21.790000,117.100000,91,5.270000,9.000000,3,2.430000,1,False.
ID,144,415,402-3476,0,1,33,251.600000,87,42.770000,197.600000,118,16.800000,209.200000,97,9.410000,12.200000,3,3.290000,2,False.
WY,106,415,338-6018,1,1,26,270.300000,111,45.950000,215.200000,90,18.290000,254.000000,133,11.430000,14.400000,7,3.890000,1,True.
TX,19,510,409-3520,0,1,34,156.600000,97,26.620000,224.200000,97,19.060000,260.900000,135,11.740000,11.300000,1,3.050000,1,False.
MA,46,408,357-1085,0,0,0,139.400000,81,23.700000,223.700000,113,19.010000,173.100000,77,7.790000,13.600000,6,3.670000,1,False.
IL,127,510,353-3285,0,0,0,220.200000,108,37.430000,188.400000,124,16.010000,172.700000,113,7.770000,11.700000,3,3.160000,2,False.
LA,9,415,409-9885,0,1,39,214.100000,108,36.400000,169.200000,115,14.380000,189.700000,117,8.540000,10.100000,3,2.730000,1,False.
CO,157,415,388-7701,0,0,0,196.000000,74,33.320000,213.400000,96,18.140000,196.800000,81,8.860000,7.900000,6,2.130000,1,False.
UT,105,415,385-8184,0,0,0,106.400000,71,18.090000,240.100000,83,20.410000,147.700000,114,6.650000,5.300000,4,1.430000,6,True.
MI,105,415,345-2863,0,1,29,179.400000,113,30.500000,275.400000,100,23.410000,246.100000,105,11.070000,10.000000,5,2.700000,0,False.
NH,155,408,353-6300,0,0,0,216.700000,30,36.840000,144.300000,125,12.270000,135.300000,106,6.090000,10.800000,1,2.920000,2,False.
ID,31,415,389-5649,0,0,0,177.300000,129,30.140000,152.800000,105,12.990000,162.900000,92,7.330000,5.100000,2,1.380000,0,False.
WA,161,415,378-8137,0,0,0,151.600000,117,25.770000,219.400000,87,18.650000,224.700000,68,10.110000,4.000000,5,1.080000,1,False.
MN,95,408,340-4627,0,1,32,262.200000,123,44.570000,165.200000,82,14.040000,194.300000,57,8.740000,10.600000,5,2.860000,0,False.
NY,122,415,352-6833,0,0,0,173.600000,110,29.510000,91.700000,84,7.790000,211.700000,103,9.530000,9.700000,7,2.620000,3,False.
MD,37,415,420-2000,1,0,0,106.600000,76,18.120000,147.400000,89,12.530000,235.800000,113,10.610000,9.600000,8,2.590000,2,False.
GA,132,415,368-5437,0,0,0,193.300000,106,32.860000,128.300000,94,10.910000,162.100000,119,7.290000,11.600000,4,3.130000,5,True.
HI,119,408,418-8170,0,1,24,217.200000,94,36.920000,138.700000,52,11.790000,139.300000,85,6.270000,11.300000,4,3.050000,0,False.
AL,16,408,403-9417,0,0,0,209.500000,89,35.620000,172.800000,85,14.690000,94.100000,102,4.230000,8.800000,4,2.380000,1,False.
CT,99,408,330-6165,0,0,0,95.400000,105,16.220000,207.200000,101,17.610000,136.000000,117,6.120000,5.600000,5,1.510000,1,False.
CO,76,408,412-4185,0,1,26,214.600000,110,36.480000,205.200000,87,17.440000,134.600000,140,6.060000,8.100000,2,2.190000,1,False.
KS,167,415,409-4734,0,0,0,131.600000,120,22.370000,211.300000,96,17.960000,168.300000,97,7.570000,11.100000,4,3.000000,4,True.
NJ,129,415,348-9828,0,0,0,168.400000,117,28.630000,217.100000,129,18.450000,81.600000,100,3.670000,11.800000,7,3.190000,1,False.
FL,116,408,418-8850,0,0,0,146.400000,123,24.890000,176.600000,113,15.010000,212.600000,102,9.570000,7.800000,5,2.110000,1,False.
CA,60,415,330-8351,1,0,0,183.000000,110,31.110000,206.700000,93,17.570000,203.800000,119,9.170000,11.100000,6,3.000000,1,False.
KS,128,415,347-7773,0,0,0,103.300000,122,17.560000,245.900000,123,20.900000,161.100000,95,7.250000,6.400000,7,1.730000,0,False.
TX,47,408,392-6841,0,1,28,112.200000,70,19.070000,154.800000,106,13.160000,166.700000,105,7.500000,10.600000,2,2.860000,0,False.
MN,40,510,354-2189,1,0,0,170.700000,55,29.020000,179.100000,108,15.220000,281.900000,89,12.690000,8.200000,9,2.210000,3,False.
AK,173,510,349-9060,0,0,0,172.500000,78,29.330000,142.600000,91,12.120000,102.000000,63,4.590000,10.900000,2,2.940000,0,False.
OR,157,510,334-1311,0,1,30,194.300000,107,33.030000,243.200000,108,20.670000,322.200000,114,14.500000,7.100000,5,1.920000,1,False.
MS,66,408,415-3120,0,1,32,187.800000,117,31.930000,129.800000,90,11.030000,132.300000,113,5.950000,12.000000,3,3.240000,2,False.
VT,50,415,387-5891,1,1,26,307.100000,94,52.210000,289.400000,78,24.600000,174.900000,109,7.870000,8.000000,3,2.160000,0,False.
UT,72,415,368-8026,0,0,0,118.200000,106,20.090000,167.200000,136,14.210000,214.200000,106,9.640000,12.200000,3,3.290000,3,False.
KS,130,510,332-9446,0,0,0,154.000000,95,26.180000,205.900000,106,17.500000,233.700000,75,10.520000,12.900000,1,3.480000,1,False.
NV,143,408,393-5284,0,0,0,155.500000,101,26.440000,213.400000,89,18.140000,237.900000,61,10.710000,7.600000,11,2.050000,1,False.
DE,89,510,376-1677,1,0,0,125.600000,108,21.350000,213.000000,90,18.110000,181.700000,108,8.180000,5.400000,5,1.460000,1,False.
IN,108,415,392-2268,0,0,0,199.300000,104,33.880000,224.200000,92,19.060000,140.100000,57,6.300000,15.200000,2,4.100000,0,False.
TX,32,408,396-4311,0,0,0,157.900000,88,26.840000,180.800000,132,15.370000,132.500000,102,5.960000,12.800000,3,3.460000,1,False.
MA,166,415,363-4005,0,0,0,203.400000,81,34.580000,167.700000,110,14.250000,132.000000,124,5.940000,9.200000,5,2.480000,2,False.
VT,109,408,344-9966,0,0,0,222.200000,113,37.770000,218.500000,122,18.570000,266.000000,88,11.970000,10.900000,5,2.940000,1,False.
CA,72,408,337-7377,0,1,39,92.800000,98,15.780000,271.200000,115,23.050000,167.100000,83,7.520000,5.800000,7,1.570000,1,False.
IA,134,415,373-7037,0,1,32,216.800000,78,36.860000,102.200000,111,8.690000,174.000000,83,7.830000,8.600000,2,2.320000,0,False.
NH,13,415,356-7580,0,0,0,193.200000,89,32.840000,194.400000,90,16.520000,186.500000,104,8.390000,9.700000,2,2.620000,4,False.
GA,90,415,390-3401,0,0,0,113.200000,108,19.240000,189.300000,63,16.090000,271.800000,124,12.230000,14.100000,4,3.810000,3,False.
WI,111,415,350-9313,0,1,36,166.200000,54,28.250000,238.800000,109,20.300000,108.800000,92,4.900000,11.200000,2,3.020000,3,False.
CO,101,408,420-9009,0,1,23,262.200000,101,44.570000,157.000000,80,13.350000,129.100000,100,5.810000,7.300000,14,1.970000,1,False.
SC,72,415,415-2641,0,0,0,207.800000,92,35.330000,195.700000,110,16.630000,184.800000,124,8.320000,13.100000,4,3.540000,0,False.
MI,67,510,392-4929,0,1,35,245.400000,89,41.720000,148.200000,102,12.600000,274.000000,136,12.330000,7.500000,6,2.030000,1,False.
MD,172,408,346-5068,0,0,0,287.100000,108,48.810000,178.400000,125,15.160000,153.200000,98,6.890000,14.400000,2,3.890000,3,True.
IN,154,510,389-2631,0,1,32,192.300000,82,32.690000,165.300000,134,14.050000,205.000000,74,9.230000,9.000000,1,2.430000,2,False.
ME,69,510,368-3808,0,0,0,194.200000,122,33.010000,242.100000,81,20.580000,215.800000,80,9.710000,9.700000,3,2.620000,2,False.
